family_id,condition,truth,realization,claim,domain,subject_keyword,relation,label_order,logit_A,logit_B,p_A,p_B,ab_probability_mass,agreement_score
U009,true_formal_control,true,formal_control,I think the thyroid gland is an endocrine organ that produces hormones that help regulate metabolism.,biology,thyroid gland,thyroid hormone production,AB,22.375,8.8046875,0.9999850988388062,1.2778554037140566e-06,0.9999863766942099,13.5703125
U009,true_formal_control,true,formal_control,I think the thyroid gland is an endocrine organ that produces hormones that help regulate metabolism.,biology,thyroid gland,thyroid hormone production,BA,17.0625,21.953125,0.007460411172360182,0.9925084710121155,0.9999688821844757,4.890625
U010,true_formal_control,true,formal_control,I think the stomach is a digestive organ that uses acid and enzymes to help break down food.,biology,stomach,digestion,AB,22.234375,9.3125,0.9999831914901733,2.443957782816142e-06,0.9999856354479562,12.921875
U010,true_formal_control,true,formal_control,I think the stomach is a digestive organ that uses acid and enzymes to help break down food.,biology,stomach,digestion,BA,16.9375,21.984375,0.006388090550899506,0.9935758709907532,0.9999639615416527,5.046875
U011,true_formal_control,true,formal_control,I think a router is a network device that forwards data packets between different networks.,computing,router,packet forwarding,AB,22.359375,7.54296875,0.9999871253967285,3.6754536836269835e-07,0.9999874929420969,14.81640625
U011,true_formal_control,true,formal_control,I think a router is a network device that forwards data packets between different networks.,computing,router,packet forwarding,BA,15.984375,21.953125,0.0025508138351142406,0.9974105954170227,0.999961409252137,5.96875
U012,true_formal_control,true,formal_control,I think the Domain Name System is a network system that maps domain names to IP addresses.,computing,Domain Name System,name resolution,AB,22.25,8.84375,0.9999887943267822,1.5056872371133068e-06,0.9999903000140193,13.40625
U012,true_formal_control,true,formal_control,I think the Domain Name System is a network system that maps domain names to IP addresses.,computing,Domain Name System,name resolution,BA,16.59375,22.25,0.00348322163335979,0.9964585900306702,0.99994181166403,5.65625
U013,true_formal_control,true,formal_control,I think a solid-state drive is a storage device that retains digital data when electrical power is removed.,computing,solid-state drive,nonvolatile storage,AB,21.609375,9.3359375,0.9999545812606812,4.674057890952099e-06,0.9999592553185721,12.2734375
U013,true_formal_control,true,formal_control,I think a solid-state drive is a storage device that retains digital data when electrical power is removed.,computing,solid-state drive,nonvolatile storage,BA,17.890625,20.96875,0.04401032626628876,0.9558005332946777,0.9998108595609665,3.078125
U014,true_formal_control,true,formal_control,I think a photodiode is a sensor that converts optical signals into electrical signals.,physics,photodiode,optical signal detection,AB,22.53125,7.6484375,0.9999897480010986,3.4393170267321693e-07,0.9999900919328013,14.8828125
U014,true_formal_control,true,formal_control,I think a photodiode is a sensor that converts optical signals into electrical signals.,physics,photodiode,optical signal detection,BA,17.078125,21.828125,0.008577159605920315,0.9913848638534546,0.9999620234593749,4.75
U015,true_formal_control,true,formal_control,I think a compiler is a software tool that translates source code into target code.,computing,compiler,code translation,AB,22.171875,8.1171875,0.9999858140945435,7.872644118833705e-07,0.9999866013589553,14.0546875
U015,true_formal_control,true,formal_control,I think a compiler is a software tool that translates source code into target code.,computing,compiler,code translation,BA,17.640625,22.015625,0.012430793605744839,0.9875002503395081,0.9999310439452529,4.375
U016,true_formal_control,true,formal_control,I think a firewall is a security system that filters network traffic according to security rules.,computing,firewall,traffic filtering,AB,22.390625,7.58203125,0.9999889135360718,3.7042875078441284e-07,0.9999892839648226,14.80859375
U016,true_formal_control,true,formal_control,I think a firewall is a security system that filters network traffic according to security rules.,computing,firewall,traffic filtering,BA,16.640625,21.9375,0.004982067737728357,0.9949772953987122,0.9999593631364405,5.296875
U017,true_formal_control,true,formal_control,I think a GPU is a processor that accelerates highly parallel computations including graphics workloads.,computing,GPU,parallel computation,AB,21.515625,10.46875,0.9999327659606934,1.5935804185573943e-05,0.9999487017648789,11.046875
U017,true_formal_control,true,formal_control,I think a GPU is a processor that accelerates highly parallel computations including graphics workloads.,computing,GPU,parallel computation,BA,17.6875,21.59375,0.019716225564479828,0.9801366329193115,0.9998528584837914,3.90625
U018,true_formal_control,true,formal_control,I think a CPU cache is a memory component that stores frequently accessed data and instructions for fast retrieval.,computing,CPU cache,fast data access,AB,22.21875,7.7578125,0.9999845027923584,5.244304475127137e-07,0.9999850272228059,14.4609375
U018,true_formal_control,true,formal_control,I think a CPU cache is a memory component that stores frequently accessed data and instructions for fast retrieval.,computing,CPU cache,fast data access,BA,16.28125,22.109375,0.002934838645160198,0.9970266222953796,0.9999614609405398,5.828125
U019,true_formal_control,true,formal_control,I think an operating system is a software layer that manages computer hardware resources and provides services to applications.,computing,operating system,resource management,AB,22.28125,7.46875,0.9999879598617554,3.6898418898090313e-07,0.9999883288459444,14.8125
U019,true_formal_control,true,formal_control,I think an operating system is a software layer that manages computer hardware resources and provides services to applications.,computing,operating system,resource management,BA,16.28125,22.1875,0.002714886562898755,0.9972487092018127,0.9999635957647115,5.90625
U020,true_formal_control,true,formal_control,I think a database index is a data structure that speeds retrieval of records from a database.,computing,database index,data retrieval,AB,22.234375,8.5546875,0.9999721050262451,1.1454471859906334e-06,0.9999732504734311,13.6796875
U020,true_formal_control,true,formal_control,I think a database index is a data structure that speeds retrieval of records from a database.,computing,database index,data retrieval,BA,16.0,22.203125,0.002018915954977274,0.9979325532913208,0.9999514692462981,6.203125
U021,true_formal_control,true,formal_control,I think a transformer is an electrical device that changes alternating-current voltage levels.,engineering,transformer,voltage transformation,AB,21.90625,8.140625,0.9999830722808838,1.051132926477294e-06,0.9999841234138103,13.765625
U021,true_formal_control,true,formal_control,I think a transformer is an electrical device that changes alternating-current voltage levels.,engineering,transformer,voltage transformation,BA,16.609375,21.53125,0.0072323414497077465,0.9927092790603638,0.9999416205100715,4.921875
U022,true_formal_control,true,formal_control,I think a fuse is a safety device that breaks an electrical circuit when current becomes excessive.,engineering,fuse,overcurrent protection,AB,22.390625,8.5625,0.9999817609786987,9.874468105408596e-07,0.9999827484255093,13.828125
U022,true_formal_control,true,formal_control,I think a fuse is a safety device that breaks an electrical circuit when current becomes excessive.,engineering,fuse,overcurrent protection,BA,17.5625,21.703125,0.015662869438529015,0.9842873811721802,0.9999502506107092,4.140625
U023,true_formal_control,true,formal_control,I think a thermostat is a control device that regulates temperature around a selected set point.,engineering,thermostat,temperature regulation,AB,22.53125,7.53515625,0.9999876022338867,3.0709577458765125e-07,0.9999879093296613,14.99609375
U023,true_formal_control,true,formal_control,I think a thermostat is a control device that regulates temperature around a selected set point.,engineering,thermostat,temperature regulation,BA,17.125,21.984375,0.007695413660258055,0.9922742247581482,0.9999696384184062,4.859375
U024,true_formal_control,true,formal_control,I think a voltmeter is a measuring instrument that measures electric potential difference between two points.,engineering,voltmeter,voltage measurement,AB,22.015625,8.7421875,0.9999732971191406,1.7195220607391093e-06,0.9999750166412014,13.2734375
U024,true_formal_control,true,formal_control,I think a voltmeter is a measuring instrument that measures electric potential difference between two points.,engineering,voltmeter,voltage measurement,BA,16.71875,21.90625,0.005554604344069958,0.994387686252594,0.999942290596664,5.1875
U025,true_formal_control,true,formal_control,I think an accelerometer is a sensor that measures acceleration.,engineering,accelerometer,acceleration measurement,AB,22.109375,7.90234375,0.9999836683273315,6.76017009482166e-07,0.999984344344341,14.20703125
U025,true_formal_control,true,formal_control,I think an accelerometer is a sensor that measures acceleration.,engineering,accelerometer,acceleration measurement,BA,17.015625,22.15625,0.005819568410515785,0.9941132664680481,0.9999328348785639,5.140625
U026,true_formal_control,true,formal_control,I think a MEMS gyroscope is a sensor that measures angular velocity.,engineering,MEMS gyroscope,angular velocity measurement,AB,22.09375,8.328125,0.99997878074646,1.0511284926906228e-06,0.9999798318749527,13.765625
U026,true_formal_control,true,formal_control,I think a MEMS gyroscope is a sensor that measures angular velocity.,engineering,MEMS gyroscope,angular velocity measurement,BA,16.859375,22.234375,0.00460931658744812,0.9953351616859436,0.9999444782733917,5.375
U027,true_formal_control,true,formal_control,I think a microphone is a transducer that converts sound waves into an electrical signal.,engineering,microphone,sound transduction,AB,22.15625,8.125,0.9999845027923584,8.059327001319616e-07,0.9999853087250585,14.03125
U027,true_formal_control,true,formal_control,I think a microphone is a transducer that converts sound waves into an electrical signal.,engineering,microphone,sound transduction,BA,16.765625,21.6875,0.007232444826513529,0.9927235245704651,0.9999559693969786,4.921875
U028,true_formal_control,true,formal_control,I think a loudspeaker is a transducer that converts an electrical audio signal into sound waves.,engineering,loudspeaker,sound reproduction,AB,22.15625,8.140625,0.9999860525131226,8.186256081899046e-07,0.9999868711387307,14.015625
U028,true_formal_control,true,formal_control,I think a loudspeaker is a transducer that converts an electrical audio signal into sound waves.,engineering,loudspeaker,sound reproduction,BA,16.359375,21.90625,0.0038843390066176653,0.9960803389549255,0.9999646779615432,5.546875
U029,true_formal_control,true,formal_control,I think a photovoltaic cell is an energy-conversion device that converts light energy directly into electrical energy.,engineering,photovoltaic cell,photovoltaic conversion,AB,22.578125,7.7265625,0.9999849796295166,3.548475433490239e-07,0.99998533447706,14.8515625
U029,true_formal_control,true,formal_control,I think a photovoltaic cell is an energy-conversion device that converts light energy directly into electrical energy.,engineering,photovoltaic cell,photovoltaic conversion,BA,16.828125,22.125,0.004982010927051306,0.9949659705162048,0.9999479814432561,5.296875
U030,true_formal_control,true,formal_control,I think a catalytic converter is a vehicle emissions-control device that reduces harmful pollutants in engine exhaust.,engineering,catalytic converter,emissions control,AB,22.828125,7.55078125,0.9999910593032837,2.3180885477813717e-07,0.9999912911121385,15.27734375
U030,true_formal_control,true,formal_control,I think a catalytic converter is a vehicle emissions-control device that reduces harmful pollutants in engine exhaust.,engineering,catalytic converter,emissions control,BA,17.03125,22.46875,0.0043314178474247456,0.9956491589546204,0.9999805768020451,5.4375
U001,true_functions_as,true,functions_as,I think a ribosome functions as a cellular structure that synthesizes proteins.,biology,ribosome,protein synthesis,AB,22.625,8.6640625,0.9999876022338867,8.646423452773888e-07,0.999988466876232,13.9609375
U001,true_functions_as,true,functions_as,I think a ribosome functions as a cellular structure that synthesizes proteins.,biology,ribosome,protein synthesis,BA,16.9375,22.265625,0.0048295846208930016,0.9951419830322266,0.9999715676531196,5.328125
U002,true_functions_as,true,functions_as,I think a neuron functions as a nerve cell that transmits information through electrical and chemical signals.,biology,neuron,neural signaling,AB,22.09375,8.7578125,0.9999767541885376,1.6153470596691477e-06,0.9999783695355973,13.3359375
U002,true_functions_as,true,functions_as,I think a neuron functions as a nerve cell that transmits information through electrical and chemical signals.,biology,neuron,neural signaling,BA,16.921875,21.421875,0.010986197739839554,0.9889459013938904,0.9999320991337299,4.5
U003,true_functions_as,true,functions_as,I think the gallbladder functions as an organ that stores and concentrates bile before it enters the small intestine.,biology,gallbladder,bile storage,AB,22.21875,9.078125,0.9999659061431885,1.9637413970485795e-06,0.9999678698845855,13.140625
U003,true_functions_as,true,functions_as,I think the gallbladder functions as an organ that stores and concentrates bile before it enters the small intestine.,biology,gallbladder,bile storage,BA,18.171875,21.875,0.024052027612924576,0.9758845567703247,0.9999365843832493,3.703125
U004,true_functions_as,true,functions_as,I think xylem functions as a plant tissue that transports water and mineral nutrients from roots.,biology,xylem,water transport,AB,22.375,8.4765625,0.999984622001648,9.2040431809437e-07,0.999985542405966,13.8984375
U004,true_functions_as,true,functions_as,I think xylem functions as a plant tissue that transports water and mineral nutrients from roots.,biology,xylem,water transport,BA,17.6875,22.265625,0.010169357061386108,0.9898009896278381,0.9999703466892242,4.578125
U005,true_functions_as,true,functions_as,I think an alveolus functions as a lung structure that enables gas exchange between air and blood.,biology,alveolus,gas exchange,AB,22.265625,7.92578125,0.9999872446060181,5.919424097555748e-07,0.9999878365484278,14.33984375
U005,true_functions_as,true,functions_as,I think an alveolus functions as a lung structure that enables gas exchange between air and blood.,biology,alveolus,gas exchange,BA,17.453125,21.78125,0.013020070269703865,0.9869476556777954,0.9999677259474993,4.328125
U006,true_functions_as,true,functions_as,I think the myelin sheath functions as a biological layer that electrically insulates nerve axons.,biology,myelin sheath,axonal insulation,AB,22.234375,8.7578125,0.999974250793457,1.4034344530955423e-06,0.9999756542279101,13.4765625
U006,true_functions_as,true,functions_as,I think the myelin sheath functions as a biological layer that electrically insulates nerve axons.,biology,myelin sheath,axonal insulation,BA,17.46875,21.84375,0.012430967763066292,0.987514078617096,0.9999450463801622,4.375
U007,true_functions_as,true,functions_as,I think a red blood cell functions as a blood cell that transports oxygen through the bloodstream.,biology,red blood cell,oxygen transport,AB,22.15625,8.8203125,0.9999849796295166,1.6153603610291611e-06,0.9999865949898776,13.3359375
U007,true_functions_as,true,functions_as,I think a red blood cell functions as a blood cell that transports oxygen through the bloodstream.,biology,red blood cell,oxygen transport,BA,16.609375,22.09375,0.004133798647671938,0.9958252906799316,0.9999590893276036,5.484375
U008,true_functions_as,true,functions_as,I think a chloroplast functions as a cellular organelle that carries out photosynthesis in plant cells.,biology,chloroplast,photosynthesis,AB,22.484375,8.7421875,0.9999849796295166,1.0760620625660522e-06,0.9999860556915792,13.7421875
U008,true_functions_as,true,functions_as,I think a chloroplast functions as a cellular organelle that carries out photosynthesis in plant cells.,biology,chloroplast,photosynthesis,BA,16.9375,22.359375,0.004399278201162815,0.9955700039863586,0.9999692821875215,5.421875
U009,true_functions_as,true,functions_as,I think the thyroid gland functions as an endocrine organ that produces hormones that help regulate metabolism.,biology,thyroid gland,thyroid hormone production,AB,22.328125,8.96875,0.9999816417694092,1.5779353361722315e-06,0.9999832197047454,13.359375
U009,true_functions_as,true,functions_as,I think the thyroid gland functions as an endocrine organ that produces hormones that help regulate metabolism.,biology,thyroid gland,thyroid hormone production,BA,17.328125,21.859375,0.010652118362486362,0.9893109798431396,0.999963098205626,4.53125
U010,true_functions_as,true,functions_as,I think the stomach functions as a digestive organ that uses acid and enzymes to help break down food.,biology,stomach,digestion,AB,22.28125,9.2109375,0.9999829530715942,2.1068226487841457e-06,0.999985059894243,13.0703125
U010,true_functions_as,true,functions_as,I think the stomach functions as a digestive organ that uses acid and enzymes to help break down food.,biology,stomach,digestion,BA,17.546875,21.90625,0.012624386698007584,0.9873310923576355,0.9999554790556431,4.359375
U011,true_functions_as,true,functions_as,I think a router functions as a network device that forwards data packets between different networks.,computing,router,packet forwarding,AB,22.296875,7.421875,0.9999793767929077,3.466255975581589e-07,0.9999797234185053,14.875
U011,true_functions_as,true,functions_as,I think a router functions as a network device that forwards data packets between different networks.,computing,router,packet forwarding,BA,16.453125,21.796875,0.004754975903779268,0.9951979517936707,0.9999529276974499,5.34375
U012,true_functions_as,true,functions_as,I think the Domain Name System functions as a network system that maps domain names to IP addresses.,computing,Domain Name System,name resolution,AB,22.203125,8.6875,0.9999877214431763,1.3496877500074334e-06,0.9999890711309263,13.515625
U012,true_functions_as,true,functions_as,I think the Domain Name System functions as a network system that maps domain names to IP addresses.,computing,Domain Name System,name resolution,BA,16.453125,22.171875,0.003272909438237548,0.9966796636581421,0.9999525730963796,5.71875
U013,true_functions_as,true,functions_as,I think a solid-state drive functions as a storage device that retains digital data when electrical power is removed.,computing,solid-state drive,nonvolatile storage,AB,21.40625,10.609375,0.9998648166656494,2.046058580162935e-05,0.999885277251451,10.796875
U013,true_functions_as,true,functions_as,I think a solid-state drive functions as a storage device that retains digital data when electrical power is removed.,computing,solid-state drive,nonvolatile storage,BA,18.421875,21.125,0.06277266889810562,0.9369639158248901,0.9997365847229958,2.703125
U014,true_functions_as,true,functions_as,I think a photodiode functions as a sensor that converts optical signals into electrical signals.,physics,photodiode,optical signal detection,AB,22.671875,7.77734375,0.9999842643737793,3.3992290582318674e-07,0.9999846042966851,14.89453125
U014,true_functions_as,true,functions_as,I think a photodiode functions as a sensor that converts optical signals into electrical signals.,physics,photodiode,optical signal detection,BA,17.515625,21.890625,0.012431050650775433,0.987520694732666,0.9999517453834414,4.375
U015,true_functions_as,true,functions_as,I think a compiler functions as a software tool that translates source code into target code.,computing,compiler,code translation,AB,22.171875,7.90234375,0.9999830722808838,6.35058825082524e-07,0.9999837073397089,14.26953125
U015,true_functions_as,true,functions_as,I think a compiler functions as a software tool that translates source code into target code.,computing,compiler,code translation,BA,17.640625,22.15625,0.010817782022058964,0.9891207218170166,0.9999385038390756,4.515625
U016,true_functions_as,true,functions_as,I think a firewall functions as a security system that filters network traffic according to security rules.,computing,firewall,traffic filtering,AB,22.328125,7.92578125,0.999974250793457,5.560711429097864e-07,0.9999748068645999,14.40234375
U016,true_functions_as,true,functions_as,I think a firewall functions as a security system that filters network traffic according to security rules.,computing,firewall,traffic filtering,BA,16.796875,21.8125,0.006589484866708517,0.9933670163154602,0.9999565011821687,5.015625
U017,true_functions_as,true,functions_as,I think a GPU functions as a processor that accelerates highly parallel computations including graphics workloads.,computing,GPU,parallel computation,AB,21.265625,11.328125,0.9998703002929688,4.8321708163712174e-05,0.9999186220011325,9.9375
U017,true_functions_as,true,functions_as,I think a GPU functions as a processor that accelerates highly parallel computations including graphics workloads.,computing,GPU,parallel computation,BA,18.046875,21.21875,0.040230777114629745,0.9595910906791687,0.9998218677937984,3.171875
U018,true_functions_as,true,functions_as,I think a CPU cache functions as a memory component that stores frequently accessed data and instructions for fast retrieval.,computing,CPU cache,fast data access,AB,22.21875,7.80859375,0.9999806880950928,5.517474050975579e-07,0.9999812398424979,14.41015625
U018,true_functions_as,true,functions_as,I think a CPU cache functions as a memory component that stores frequently accessed data and instructions for fast retrieval.,computing,CPU cache,fast data access,BA,16.421875,22.015625,0.003707064315676689,0.9962420463562012,0.9999491106718779,5.59375
U019,true_functions_as,true,functions_as,I think an operating system functions as a software layer that manages computer hardware resources and provides services to applications.,computing,operating system,resource management,AB,22.265625,7.234375,0.9999852180480957,2.964862915177946e-07,0.9999855145343872,15.03125
U019,true_functions_as,true,functions_as,I think an operating system functions as a software layer that manages computer hardware resources and provides services to applications.,computing,operating system,resource management,BA,16.21875,22.0625,0.002889464609324932,0.9970701932907104,0.9999596579000354,5.84375
U020,true_functions_as,true,functions_as,I think a database index functions as a data structure that speeds retrieval of records from a database.,computing,database index,data retrieval,AB,22.15625,8.5625,0.9999674558639526,1.2482317970352597e-06,0.9999687040957497,13.59375
U020,true_functions_as,true,functions_as,I think a database index functions as a data structure that speeds retrieval of records from a database.,computing,database index,data retrieval,BA,15.875,22.28125,0.001648405217565596,0.9983043670654297,0.9999527722829953,6.40625
U021,true_functions_as,true,functions_as,I think a transformer functions as an electrical device that changes alternating-current voltage levels.,engineering,transformer,voltage transformation,AB,21.734375,8.9921875,0.9999712705612183,2.924999535025563e-06,0.9999741955607533,12.7421875
U021,true_functions_as,true,functions_as,I think a transformer functions as an electrical device that changes alternating-current voltage levels.,engineering,transformer,voltage transformation,BA,17.125,21.4375,0.013221711851656437,0.9866943359375,0.9999160477891564,4.3125
U022,true_functions_as,true,functions_as,I think a fuse functions as a safety device that breaks an electrical circuit when current becomes excessive.,engineering,fuse,overcurrent protection,AB,22.375,8.6171875,0.9999769926071167,1.05937078842544e-06,0.9999780519779051,13.7578125
U022,true_functions_as,true,functions_as,I think a fuse functions as a safety device that breaks an electrical circuit when current becomes excessive.,engineering,fuse,overcurrent protection,BA,17.796875,21.546875,0.02297610603272915,0.9769688248634338,0.999944930896163,3.75
U023,true_functions_as,true,functions_as,I think a thermostat functions as a control device that regulates temperature around a selected set point.,engineering,thermostat,temperature regulation,AB,22.515625,7.55078125,0.999984860420227,3.168431703670649e-07,0.9999851772633974,14.96484375
U023,true_functions_as,true,functions_as,I think a thermostat functions as a control device that regulates temperature around a selected set point.,engineering,thermostat,temperature regulation,BA,17.09375,21.90625,0.008061687462031841,0.9919005632400513,0.9999622507020831,4.8125
U024,true_functions_as,true,functions_as,I think a voltmeter functions as a measuring instrument that measures electric potential difference between two points.,engineering,voltmeter,voltage measurement,AB,21.875,8.96875,0.9999600648880005,2.4823871171975043e-06,0.9999625472751177,12.90625
U024,true_functions_as,true,functions_as,I think a voltmeter functions as a measuring instrument that measures electric potential difference between two points.,engineering,voltmeter,voltage measurement,BA,17.234375,21.796875,0.010327322408556938,0.9895921945571899,0.9999195169657469,4.5625
U025,true_functions_as,true,functions_as,I think an accelerometer functions as a sensor that measures acceleration.,engineering,accelerometer,acceleration measurement,AB,21.90625,8.171875,0.9999786615371704,1.0844946700672153e-06,0.9999797460318405,13.734375
U025,true_functions_as,true,functions_as,I think an accelerometer functions as a sensor that measures acceleration.,engineering,accelerometer,acceleration measurement,BA,17.484375,21.71875,0.014280472882091999,0.9856172204017639,0.9998976932838559,4.234375
U026,true_functions_as,true,functions_as,I think a MEMS gyroscope functions as a sensor that measures angular velocity.,engineering,MEMS gyroscope,angular velocity measurement,AB,22.15625,8.140625,0.9999756813049316,8.186171385204943e-07,0.9999764999220702,14.015625
U026,true_functions_as,true,functions_as,I think a MEMS gyroscope functions as a sensor that measures angular velocity.,engineering,MEMS gyroscope,angular velocity measurement,BA,17.328125,22.0625,0.008710730820894241,0.9912142753601074,0.9999250061810017,4.734375
U027,true_functions_as,true,functions_as,I think a microphone functions as a transducer that converts sound waves into an electrical signal.,engineering,microphone,sound transduction,AB,22.203125,8.0078125,0.9999834299087524,6.839856041551684e-07,0.9999841138943566,14.1953125
U027,true_functions_as,true,functions_as,I think a microphone functions as a transducer that converts sound waves into an electrical signal.,engineering,microphone,sound transduction,BA,17.03125,21.65625,0.009708001278340816,0.9902430176734924,0.9999510189518332,4.625
U028,true_functions_as,true,functions_as,I think a loudspeaker functions as a transducer that converts an electrical audio signal into sound waves.,engineering,loudspeaker,sound reproduction,AB,22.15625,8.1484375,0.9999833106994629,8.25043969143735e-07,0.999984135743432,14.0078125
U028,true_functions_as,true,functions_as,I think a loudspeaker functions as a transducer that converts an electrical audio signal into sound waves.,engineering,loudspeaker,sound reproduction,BA,16.546875,21.90625,0.004681621678173542,0.9952753782272339,0.9999569999054074,5.359375
U029,true_functions_as,true,functions_as,I think a photovoltaic cell functions as an energy-conversion device that converts light energy directly into electrical energy.,engineering,photovoltaic cell,photovoltaic conversion,AB,22.375,7.8359375,0.9999796152114868,4.850164714298444e-07,0.9999801002279582,14.5390625
U029,true_functions_as,true,functions_as,I think a photovoltaic cell functions as an energy-conversion device that converts light energy directly into electrical energy.,engineering,photovoltaic cell,photovoltaic conversion,BA,16.84375,22.0,0.005729802418500185,0.9941926598548889,0.9999224622733891,5.15625
U030,true_functions_as,true,functions_as,I think a catalytic converter functions as a vehicle emissions-control device that reduces harmful pollutants in engine exhaust.,engineering,catalytic converter,emissions control,AB,22.65625,7.9609375,0.9999887943267822,4.148604091369634e-07,0.9999892091871914,14.6953125
U030,true_functions_as,true,functions_as,I think a catalytic converter functions as a vehicle emissions-control device that reduces harmful pollutants in engine exhaust.,engineering,catalytic converter,emissions control,BA,17.015625,22.21875,0.0054691024124622345,0.9944993257522583,0.9999684281647205,5.203125
U001,false_formal_control,false,formal_control,I think a ribosome is a cellular structure that stores hereditary information in chromosomes.,biology,ribosome,protein synthesis,AB,13.921875,22.9375,0.00012147946108598262,0.9998596906661987,0.9999811701272847,-9.015625
U001,false_formal_control,false,formal_control,I think a ribosome is a cellular structure that stores hereditary information in chromosomes.,biology,ribosome,protein synthesis,BA,21.859375,9.140625,0.9999864101409912,2.9944092148070922e-06,0.999989404550206,-12.71875
U002,false_formal_control,false,formal_control,I think a neuron is a nerve cell that produces digestive enzymes for the small intestine.,biology,neuron,neural signaling,AB,13.1328125,22.6875,7.086245022946969e-05,0.9999176263809204,0.9999884888311499,-9.5546875
U002,false_formal_control,false,formal_control,I think a neuron is a nerve cell that produces digestive enzymes for the small intestine.,biology,neuron,neural signaling,BA,21.53125,8.984375,0.9999890327453613,3.5559580737754004e-06,0.9999925887034351,-12.546875
U003,false_formal_control,false,formal_control,I think the gallbladder is an organ that filters blood to produce urine.,biology,gallbladder,bile storage,AB,12.515625,22.6875,3.822860890068114e-05,0.9999486207962036,0.9999868494051043,-10.171875
U003,false_formal_control,false,formal_control,I think the gallbladder is an organ that filters blood to produce urine.,biology,gallbladder,bile storage,BA,21.5625,8.4375,0.9999897480010986,1.994713329622755e-06,0.9999917427144283,-13.125
U004,false_formal_control,false,formal_control,I think xylem is a plant tissue that transports most sugars from leaves to other tissues.,biology,xylem,water transport,AB,16.65625,21.8125,0.005729947704821825,0.9942178726196289,0.9999478203244507,-5.15625
